regime,piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,I,BSTAR
float,1.886217433e-05,2.917829087e-05,0.000151821235,5.120475379e-07,7.3813397e-05,0.000128150433,0.0001506648839,3.949007862e-05,1.876328174e-05,8.377026699e-05,0.02590647586
peg,9.370619431e-06,1.468106218e-05,0.00452270169,8.656570626e-07,0.0004764563042,0.002174245689,0.000584076807,2.879679394e-05,9.180137965e-06,0.0002273018286,0.02939274116
managed,4.902538832e-06,1.037402319e-05,0.0001402971637,5.090557115e-07,7.374294273e-05,0.0001045108608,0.0001157931067,2.02834514e-05,5.203543578e-06,7.441932439e-05,0.02653945232
