piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,S,I,BSTAR,GDP,EX1,EX2,EX3,IM,C,P1,P2,P3,PX,RP,A1,A2,A3,PF,DSTAR
-0.00023548,-0.00077147,5.6814e-05,0.00057555,-0.00019743,-0.0003213,-0.010022,-0.0006736,-0.00019895,-0.0030413,-0.00032809,0.00078794,0.0004345,0.001392,-0.0003253,-0.00018291,0.00036423,0.00048171,-0.0066014,-0.00049334,-0.00012456,0,0,0.01,0,0,0,0
-0.00021652,-0.00027352,0.00026539,0.00066203,-2.4216e-05,-0.00037242,-0.00030889,-0.00051597,-0.00019324,-0.0033504,-0.00019402,0.0015618,0.0002413,0.001392,-0.00029688,-0.00019036,0.00039776,0.00044005,-0.0068049,-0.00087123,-0.00024555,0,0,0.009,0,0,0,0
-0.00020261,-0.00020963,0.00028465,0.00060286,8.2737e-05,-0.00040095,0.00060481,-0.00039273,-0.00018806,-0.0035112,-0.00016322,0.0022196,5.2058e-05,0.0012393,-0.00026502,-0.00018861,0.00039723,0.00045431,-0.0064065,-0.0011589,-0.00036329,0,0,0.0081,0,0,0,0
-0.00018981,-0.00018125,0.00027867,0.00053537,0.00015076,-0.00040746,0.00064116,-0.00030078,-0.0001814,-0.0036284,-0.00014684,0.002764,-0.00011778,0.0010881,-0.00023979,-0.00018448,0.00039005,0.00047028,-0.0059842,-0.0013792,-0.00047686,0,0,0.00729,0,0,0,0
-0.00017772,-0.00016056,0.00026618,0.00047298,0.00019192,-0.00039872,0.00059217,-0.00023253,-0.00017367,-0.0037185,-0.00013484,0.0032072,-0.00026968,0.00095202,-0.00022023,-0.0001791,0.00037991,0.00048262,-0.0055941,-0.0015495,-0.00058559,0,0,0.006561,0,0,0,0
-0.00016632,-0.00014379,0.0002507,0.00041662,0.00021423,-0.00038015,0.0005376,-0.0001818,-0.0001653,-0.0037879,-0.00012539,0.0035614,-0.00040615,0.00083099,-0.00020478,-0.00017293,0.00036791,0.00049098,-0.00524,-0.0016826,-0.00068908,0,0,0.0059049,0,0,0,0
-0.00015558,-0.00012983,0.00023375,0.00036601,0.00022342,-0.00035568,0.00048577,-0.00014401,-0.00015665,-0.0038408,-0.00011768,0.0038378,-0.00052934,0.00072358,-0.00019226,-0.00016625,0.00035469,0.00049561,-0.0049201,-0.0017881,-0.00078715,0,0,0.0053144,0,0,0,0
-0.00014549,-0.00011803,0.00021627,0.00032069,0.00022367,-0.00032808,0.00043769,-0.00011576,-0.00014794,-0.0038805,-0.00011121,0.0040463,-0.00064101,0.00062837,-0.00018182,-0.00015929,0.00034072,0.00049686,-0.0046317,-0.0018729,-0.00087978,0,0,0.004783,0,0,0,0
-0.00013601,-0.00010791,0.00019891,0.00028021,0.00021795,-0.00029925,0.00039347,-9.4553e-05,-0.00013936,-0.0039097,-0.00010561,0.0041961,-0.00074259,0.0005441,-0.00017283,-0.0001522,0.00032634,0.00049508,-0.0043726,-0.0019421,-0.00096703,0,0,0.0043047,0,0,0,0
-0.00012712,-9.9119e-05,0.00018208,0.00024414,0.00020843,-0.00027048,0.00035301,-7.8541e-05,-0.00013101,-0.0039303,-0.00010064,0.0042953,-0.00083527,0.00046959,-0.00016488,-0.00014509,0.00031182,0.00049066,-0.00414,-0.0019996,-0.0010491,0,0,0.0038742,0,0,0,0
