piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,S,I,BSTAR,GDP,EX1,EX2,EX3,IM,C,P1,P2,P3,PX,RP,A1,A2,A3,PF,DSTAR
-0.00069241,-0.0010768,-0.00051084,-7.6769e-05,-0.0022539,0.0018199,-0.0005112,-0.0033754,-0.00048415,-0.00028074,-0.0013071,0.0004911,0.0013522,4.5954e-05,0.00042517,1.3089e-05,-0.00013028,0.0023845,-0.00033672,-0.0024721,-0.00030311,0,0,0,0.01,0,0,0
-0.00063631,-0.00097264,-0.00022118,-4.1877e-05,-0.0011112,0.00093194,-0.0011328,-0.0023572,-0.00050257,-0.001565,-0.0010758,0.00094874,0.00061578,1.5771e-05,0.00057259,-3.721e-05,-1.6563e-05,0.0021234,-0.0010829,-0.0041985,-0.00061776,0,0,0,0.009,0,0,0
-0.00058336,-0.00079402,-1.1848e-05,-1.0461e-05,-0.00032163,0.00032024,-0.00096973,-0.00162,-0.00050278,-0.002611,-0.00088987,0.0013695,2.9562e-06,5.4495e-07,0.00065144,-7.2172e-05,6.5913e-05,0.0019032,-0.0017217,-0.0053849,-0.00093255,0,0,0,0.0081,0,0,0
-0.00053406,-0.0006536,0.00012864,9.4177e-06,0.00021183,-9.2609e-05,-0.00078217,-0.0010882,-0.00049097,-0.0034646,-0.00074421,0.0017461,-0.00051344,-1.3695e-05,0.00068367,-9.5506e-05,0.00012354,0.0017185,-0.0022369,-0.0061819,-0.0012399,0,0,0,0.00729,0,0,0
-0.0004884,-0.00054384,0.00021868,2.0397e-05,0.00056096,-0.00036267,-0.00063243,-0.00070684,-0.00047141,-0.0041665,-0.00062956,0.0020749,-0.00095286,-2.7536e-05,0.00068436,-0.00011033,0.0001627,0.0015618,-0.0026535,-0.0066996,-0.0015351,0,0,0,0.006561,0,0,0
-0.0004463,-0.00045742,0.00027275,2.5225e-05,0.0007784,-0.00053088,-0.00051661,-0.00043539,-0.00044713,-0.0047482,-0.00053847,0.0023552,-0.0013301,-4.0529e-05,0.00066425,-0.000119,0.00018827,0.001427,-0.0029937,-0.0070185,-0.001815,0,0,0,0.0059049,0,0,0
-0.0004076,-0.00038875,0.00030148,2.5956e-05,0.00090261,-0.00062709,-0.00042679,-0.00024408,-0.00042029,-0.0052342,-0.00046531,0.0025882,-0.0016566,-5.2332e-05,0.00063101,-0.00012323,0.00020389,0.0013098,-0.0032749,-0.0071973,-0.0020781,0,0,0,0.0053144,0,0,0
-0.0003721,-0.00033362,0.00031261,2.4064e-05,0.00096159,-0.00067305,-0.00035662,-0.000111,-0.00039237,-0.0056431,-0.0004059,0.0027766,-0.0019413,-6.2757e-05,0.00059008,-0.00012429,0.00021225,0.0012066,-0.0035098,-0.0072786,-0.0023238,0,0,0,0.004783,0,0,0
-0.00033959,-0.00028889,0.00031175,2.0589e-05,0.00097566,-0.0006845,-0.00030129,-2.009e-05,-0.00036441,-0.0059894,-0.00035709,0.0029238,-0.0021911,-7.1734e-05,0.00054526,-0.00012312,0.00021535,0.0011148,-0.0037082,-0.0072933,-0.002552,0,0,0,0.0043047,0,0,0
-0.00030988,-0.00025221,0.00030296,1.6256e-05,0.0009595,-0.0006728,-0.00025724,4.0443e-05,-0.00033709,-0.0062844,-0.0003165,0.0030335,-0.0024115,-7.9272e-05,0.00049917,-0.00012042,0.00021467,0.0010325,-0.0038777,-0.0072636,-0.002763,0,0,0,0.0038742,0,0,0
-0.00028274,-0.00022178,0.00028911,1.1565e-05,0.00092367,-0.00064612,-0.00022179,7.9226e-05,-0.00031086,-0.0065371,-0.00028238,0.0031096,-0.002607,-8.543e-05,0.00045357,-0.00011667,0.00021131,0.00095813,-0.0040238,-0.0072056,-0.0029576,0,0,0,0.0034868,0,0,0
-0.00025798,-0.00019627,0.00027228,6.8494e-06,0.0008757,-0.00061026,-0.00019295,0.00010257,-0.00028598,-0.0067545,-0.00025336,0.003156,-0.0027811,-9.0296e-05,0.00040962,-0.00011226,0.00020606,0.00089047,-0.0041508,-0.0071305,-0.0031367,0,0,0,0.0031381,0,0,0
-0.00023539,-0.00017467,0.0002539,2.3257e-06,0.0008209,-0.00056932,-0.00016923,0.00011505,-0.00026262,-0.0069422,-0.00022842,0.0031764,-0.0029367,-9.398e-05,0.00036802,-0.00010744,0.00019954,0.00082861,-0.0042623,-0.0070462,-0.0033011,0,0,0,0.0028243,0,0,0
