piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,S,I,BSTAR,GDP,EX1,EX2,EX3,IM,C,P1,P2,P3,PX,RP,A1,A2,A3,PF,DSTAR
0.00037248,0.00015441,0.0047619,0.00054271,0.00096435,0.0032548,-0.0071625,0.00033753,0.00037712,0,-1.0952e-05,0.00054213,0.001626,0.0014282,-4.6374e-05,-2.4268e-05,0.00053783,0.0017383,-0.0047179,0.00024721,0.00023611,0,0,0.01,0,0,0,0
0.00029368,0.0002571,0.0042243,0.00059782,0.00083567,0.0027908,0.0001749,0.00023297,0.00029842,0,-2.1954e-05,0.0010867,0.001618,0.0013934,-7.8381e-05,-4.3472e-05,0.00052043,0.0015206,-0.0046026,0.00041783,0.00042294,0,0,0.009,0,0,0,0
0.00022409,0.00020738,0.0035281,0.00054441,0.00069225,0.0022915,0.00074425,0.00015522,0.00022931,0,-3.1587e-05,0.0015636,0.0015566,0.001245,-9.9707e-05,-5.8228e-05,0.0004795,0.0013345,-0.0041124,0.00053151,0.00056651,0,0,0.0081,0,0,0,0
0.00016757,0.00015654,0.0029409,0.0004867,0.00057939,0.0018748,0.00072012,0.00010029,0.00017265,0,-3.9817e-05,0.0019709,0.0014892,0.0011014,-0.00011349,-6.9338e-05,0.00044244,0.0011819,-0.0036381,0.00060497,0.0006746,0,0,0.00729,0,0,0,0
0.00012201,0.00011522,0.0024602,0.00043354,0.00049201,0.0015346,0.00065002,6.1647e-05,0.00012656,0,-4.674e-05,0.0023136,0.0014211,0.00097174,-0.00012196,-7.7482e-05,0.00041025,0.0010563,-0.0032099,0.00065012,0.00075384,0,0,0.006561,0,0,0,0
8.5338e-05,8.2295e-05,0.0020656,0.00038533,0.00042329,0.0012569,0.00058212,3.4405e-05,8.9166e-05,0,-5.2469e-05,0.0025972,0.0013534,0.00085566,-0.00012668,-8.322e-05,0.000382,0.00095185,-0.0028265,0.00067531,0.00080966,0,0,0.0059049,0,0,0,0
5.5855e-05,5.6065e-05,0.0017399,0.00034177,0.00036818,0.00103,0.00052023,1.515e-05,5.8897e-05,0,-5.7116e-05,0.0028273,0.0012867,0.00075193,-0.00012876,-8.701e-05,0.00035685,0.0008641,-0.0024838,0.00068641,0.00084654,0,0,0.0053144,0,0,0,0
3.2206e-05,3.5155e-05,0.0014699,0.00030248,0.00032312,0.00084426,0.00046427,1.5034e-06,3.4479e-05,0,-6.0792e-05,0.0030092,0.0012216,0.00065935,-0.00012897,-8.9229e-05,0.00033418,0.00078961,-0.002178,0.00068751,0.00086812,0,0,0.004783,0,0,0,0
1.3303e-05,1.8494e-05,0.0012447,0.00026711,0.00028558,0.00069205,0.00041377,-8.188e-06,1.4869e-05,0,-6.36e-05,0.0031482,0.0011583,0.00057684,-0.00012785,-9.0186e-05,0.00031354,0.00072569,-0.0019054,0.00068151,0.00087743,0,0,0.0043047,0,0,0,0
-1.7281e-06,5.2461e-06,0.0010563,0.00023532,0.00025379,0.0005672,0.00036828,-1.5074e-05,-7.8657e-07,0,-6.5641e-05,0.0032492,0.0010971,0.0005034,-0.00012577,-9.0135e-05,0.00029457,0.00067027,-0.0016629,0.00067047,0.00087694,0,0,0.0038742,0,0,0,0
-1.3596e-05,-5.2476e-06,0.00089797,0.0002068,0.00022648,0.0004647,0.00032736,-1.9958e-05,-1.319e-05,0,-6.7006e-05,0.0033168,0.0010381,0.00043812,-0.00012303,-8.9286e-05,0.00027704,0.00062174,-0.0014472,0.00065586,0.00086868,0,0,0.0034868,0,0,0,0
-2.2878e-05,-1.3509e-05,0.00076446,0.00018125,0.00020272,0.00038048,0.00029061,-2.3399e-05,-2.2918e-05,0,-6.7779e-05,0.0033551,0.00098145,0.00038017,-0.00011982,-8.7812e-05,0.00026074,0.00057883,-0.0012558,0.00063872,0.00085433,0,0,0.0031381,0,0,0,0
-3.0042e-05,-1.9956e-05,0.00065153,0.00015841,0.00018186,0.00031125,0.00025764,-2.579e-05,-3.0446e-05,0,-6.804e-05,0.003368,0.00092718,0.0003288,-0.00011627,-8.5852e-05,0.00024552,0.00054053,-0.0010861,0.00061983,0.00083527,0,0,0.0028243,0,0,0,0
-3.5474e-05,-2.4923e-05,0.00055575,0.00013803,0.0001634,0.00025432,0.00022809,-2.7408e-05,-3.6168e-05,0,-6.7858e-05,0.003359,0.00087531,0.00028331,-0.00011251,-8.3525e-05,0.00023127,0.00050605,-0.00093586,0.00059976,0.00081263,0,0,0.0025419,0,0,0,0
-3.949e-05,-2.8682e-05,0.00047431,0.00011986,0.00014696,0.00020748,0.00020165,-2.845e-05,-4.0408e-05,0,-6.7299e-05,0.0033313,0.00082584,0.0002431,-0.0001086,-8.0925e-05,0.00021788,0.00047478,-0.00080303,0.00057892,0.00078733,0,0,0.0022877,0,0,0,0
-4.2348e-05,-3.1452e-05,0.00040491,0.0001037,0.00013226,0.00016895,0.000178,-2.9057e-05,-4.3436e-05,0,-6.6418e-05,0.0032877,0.00077872,0.00020761,-0.00010461,-7.8129e-05,0.00020529,0.0004462,-0.00068579,0.00055764,0.00076013,0,0,0.0020589,0,0,0,0
-4.4264e-05,-3.3416e-05,0.00034566,8.935e-05,0.00011906,0.00013725,0.00015687,-2.933e-05,-4.5475e-05,0,-6.5269e-05,0.0032308,0.00073392,0.00017633,-0.00010058,-7.5203e-05,0.00019343,0.00041993,-0.00058246,0.00053616,0.00073166,0,0,0.001853,0,0,0,0
-4.5413e-05,-3.472e-05,0.00029499,7.6628e-05,0.0001072,0.00011117,0.00013802,-2.9345e-05,-4.6708e-05,0,-6.3897e-05,0.0031629,0.00069139,0.00014881,-9.6547e-05,-7.2197e-05,0.00018225,0.00039564,-0.00049155,0.00051467,0.00070242,0,0,0.0016677,0,0,0,0
-4.5943e-05,-3.5486e-05,0.0002516,6.537e-05,9.6508e-05,8.9718e-05,0.00012121,-2.9157e-05,-4.7289e-05,0,-6.2343e-05,0.003086,0.00065104,0.00012464,-9.2541e-05,-6.9154e-05,0.0001717,0.00037308,-0.00041171,0.00049331,0.00067281,0,0,0.0015009,0,0,0,0
-4.5975e-05,-3.5816e-05,0.00021438,5.5427e-05,8.6868e-05,7.2087e-05,0.00010624,-2.8809e-05,-4.7346e-05,0,-6.0644e-05,0.0030019,0.00061281,0.00010345,-8.8583e-05,-6.6108e-05,0.00016175,0.00035203,-0.00034174,0.00047221,0.00064317,0,0,0.0013509,0,0,0,0
-4.5607e-05,-3.5792e-05,0.00018243,4.6664e-05,7.817e-05,5.7602e-05,9.2922e-05,-2.8334e-05,-4.6983e-05,0,-5.8831e-05,0.0029121,0.00057661,8.4925e-05,-8.469e-05,-6.3084e-05,0.00015234,0.00033234,-0.00028053,0.00045146,0.00061376,0,0,0.0012158,0,0,0,0
-4.4924e-05,-3.5484e-05,0.00015499,3.8955e-05,7.0319e-05,4.5712e-05,8.1086e-05,-2.7758e-05,-4.6289e-05,0,-5.6933e-05,0.0028182,0.00054238,6.8756e-05,-8.0876e-05,-6.0105e-05,0.00014346,0.00031385,-0.00022712,0.00043113,0.00058477,0,0,0.0010942,0,0,0,0
-4.3993e-05,-3.4949e-05,0.00013138,3.2189e-05,6.3233e-05,3.5963e-05,7.0579e-05,-2.7102e-05,-4.5334e-05,0,-5.4973e-05,0.0027211,0.00051003,5.4682e-05,-7.7153e-05,-5.7188e-05,0.00013508,0.00029645,-0.00018063,0.00041128,0.00055639,0,0,0.00098477,0,0,0,0
-4.2872e-05,-3.4236e-05,0.00011108,2.6266e-05,5.6837e-05,2.798e-05,6.1261e-05,-2.6383e-05,-4.4179e-05,0,-5.2973e-05,0.0026222,0.00047947,4.2466e-05,-7.3528e-05,-5.4345e-05,0.00012716,0.00028005,-0.00014028,0.00039196,0.00052873,0,0,0.00088629,0,0,0,0
-4.1607e-05,-3.3383e-05,9.3614e-05,2.1093e-05,5.1067e-05,2.1453e-05,5.3008e-05,-2.5615e-05,-4.2873e-05,0,-5.0951e-05,0.0025221,0.00045062,3.1896e-05,-7.0009e-05,-5.1586e-05,0.00011968,0.00026457,-0.00010536,0.0003732,0.00050189,0,0,0.00079766,0,0,0,0
-4.0238e-05,-3.2425e-05,7.858e-05,1.6589e-05,4.5862e-05,1.6129e-05,4.5707e-05,-2.4811e-05,-4.1458e-05,0,-4.8923e-05,0.0024217,0.00042341,2.2781e-05,-6.66e-05,-4.8918e-05,0.00011262,0.00024993,-7.5252e-05,0.00035503,0.00047593,0,0,0.0007179,0,0,0,0
-3.8796e-05,-3.1388e-05,6.5644e-05,1.2679e-05,4.1168e-05,1.1797e-05,3.9256e-05,-2.3981e-05,-3.9966e-05,0,-4.6903e-05,0.0023217,0.00039775,1.4953e-05,-6.3305e-05,-4.6347e-05,0.00010595,0.00023608,-4.9395e-05,0.00033746,0.00045091,0,0,0.00064611,0,0,0,0
