piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,S,I,BSTAR,GDP,EX1,EX2,EX3,IM,C,P1,P2,P3,PX,RP,A1,A2,A3,PF,DSTAR
-0.00066799,0.00039228,-0.00019272,-6.3692e-05,0.0014785,-0.0016076,0.0053598,0.0011839,-0.00079746,0.0064178,-0.0011094,0.00014332,0.0044527,0.00017561,0.00065812,0.00035134,-6.2392e-05,0.0054293,0.0038697,0.00090637,-0.00057396,0,0,0,0,0.01,0,0
-0.00062792,-0.00048945,-0.00028801,-7.8415e-05,0.00097033,-0.0011799,-0.00067945,0.0004826,-0.00070504,0.0053224,-0.0010969,0.00019449,0.0036453,0.00010656,0.00045969,0.00033233,-0.00011873,0.0048858,0.0033791,0.0012758,-0.0010814,0,0,0,0,0.009,0,0
-0.00057962,-0.00053535,-0.00033246,-6.6035e-05,0.00061617,-0.0008826,-0.0010826,3.6204e-05,-0.00062232,0.0042404,-0.0010461,0.00021717,0.0028948,0.00010666,0.00031909,0.00030994,-0.00014146,0.0043945,0.0025975,0.0013036,-0.0015293,0,0,0,0,0.0081,0,0
-0.00053151,-0.00054079,-0.00035023,-5.4683e-05,0.00037318,-0.00066873,-0.0010354,-0.00024686,-0.00055121,0.003209,-0.0009822,0.00022369,0.0021876,0.00010734,0.00022045,0.00028656,-0.00015099,0.0039528,0.00185,0.0011146,-0.001926,0,0,0,0,0.00729,0,0
-0.00048525,-0.00052762,-0.0003511,-4.5739e-05,0.00020808,-0.00051345,-0.00095343,-0.00041892,-0.00048979,0.0022411,-0.00091255,0.00022005,0.0015274,0.00010494,0.00015142,0.00026328,-0.00015254,0.0035558,0.0011616,0.00079386,-0.0022786,0,0,0,0,0.006561,0,0
-0.00044156,-0.00050361,-0.00034129,-3.8698e-05,9.7265e-05,-0.00039986,-0.00087153,-0.0005156,-0.00043636,0.0013421,-0.0008414,0.00021017,0.00091651,0.00010038,0.0001032,0.00024075,-0.00014905,0.0031989,0.00053234,0.00039914,-0.0025926,0,0,0,0,0.0059049,0,0
-0.00040079,-0.00047348,-0.00032499,-3.3082e-05,2.4136e-05,-0.00031604,-0.0007937,-0.00056163,-0.00038957,0.00051333,-0.0007714,0.00019669,0.00035494,9.4556e-05,6.9611e-05,0.00021937,-0.00014247,0.002878,-4.0702e-05,-3.083e-05,-0.002873,0,0,0,0,0.0053144,0,0
-0.00036309,-0.00044037,-0.00030506,-2.8536e-05,-2.2938e-05,-0.00025358,-0.00072087,-0.00057421,-0.00034837,-0.00024642,-0.0007042,0.0001814,-0.00015877,8.8104e-05,4.628e-05,0.00019934,-0.00013412,0.0025895,-0.00056117,-0.00047042,-0.0031237,0,0,0,0,0.004783,0,0
-0.00032844,-0.00040635,-0.00028341,-2.4804e-05,-5.2102e-05,-0.00020651,-0.00065338,-0.00056519,-0.00031195,-0.00093995,-0.00064077,0.00016546,-0.00062694,8.144e-05,3.0143e-05,0.00018076,-0.0001249,0.0023299,-0.0010329,-0.00090311,-0.0033483,0,0,0,0,0.0043047,0,0
-0.00029675,-0.00037276,-0.00026132,-2.1698e-05,-6.905e-05,-0.00017057,-0.00059127,-0.00054276,-0.00027962,-0.001571,-0.0005816,0.00014965,-0.0010524,7.4837e-05,1.9041e-05,0.00016364,-0.00011539,0.0020964,-0.0014598,-0.0013186,-0.0035495,0,0,0,0,0.0038742,0,0
-0.00026787,-0.00034044,-0.0002396,-1.9081e-05,-7.7753e-05,-0.00014277,-0.0005344,-0.00051249,-0.00025084,-0.0021438,-0.00052688,0.00013443,-0.0014382,6.8466e-05,1.1459e-05,0.00014797,-0.00010597,0.0018863,-0.0018456,-0.001711,-0.00373,0,0,0,0,0.0034868,0,0
