piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,S,I,BSTAR,GDP,EX1,EX2,EX3,IM,C,P1,P2,P3,PX,RP,A1,A2,A3,PF,DSTAR
-0.00013435,-0.00049058,-0.00040363,-9.357e-06,-0.001238,0.00084374,0.00015,-0.0025136,3.0863e-05,0.00013207,-0.0003674,0.00033751,0.001055,-2.9761e-06,0.00033268,4.9282e-06,-9.4148e-05,0.0015037,0.0001083,-0.0019244,2.2213e-05,0,0,0,0.01,0,0,0
-7.1467e-05,-0.00032377,-0.00012357,-3.3828e-05,-0.00062158,0.00053184,1.1772e-05,-0.0014858,2.6754e-05,-0.0002249,-0.00023885,0.00062393,0.00077,-6.4178e-05,0.00047462,-1.3757e-05,-3.3607e-06,0.0014681,0.0001168,-0.0030618,4.1469e-05,0,0,0,0.009,0,0,0
-2.9801e-05,-0.00017043,5.8349e-05,-4.8422e-05,-0.00021795,0.00032472,6.4205e-06,-0.00079789,2.3542e-05,-0.00044888,-0.00015171,0.00086438,0.00057459,-0.00010242,0.00054678,-2.5809e-05,5.6628e-05,0.0014091,0.00012144,-0.0036726,5.8413e-05,0,0,0,0.0081,0,0,0
-2.8468e-06,-6.9182e-05,0.00017287,-5.6761e-05,4.0491e-05,0.00018914,8.8778e-06,-0.00034381,2.0833e-05,-0.00058178,-9.3304e-05,0.0010632,0.00044071,-0.00012595,0.0005733,-3.3295e-05,9.5123e-05,0.0013368,0.00012785,-0.0039358,7.3407e-05,0,0,0,0.00729,0,0,0
1.4018e-05,-3.8072e-06,0.00024148,-6.0911e-05,0.00020035,0.00010204,1.0207e-05,-4.9764e-05,1.8448e-05,-0.00065289,-5.4648e-05,0.0012248,0.0003492,-0.00013945,0.00057062,-3.7656e-05,0.0001188,0.0012578,0.00013521,-0.0039739,8.6685e-05,0,0,0,0.006561,0,0,0
2.4008e-05,3.7087e-05,0.00027905,-6.2267e-05,0.00029376,4.7561e-05,1.0325e-05,0.00013526,1.6283e-05,-0.0006825,-2.9505e-05,0.0013533,0.00028684,-0.00014607,0.00054989,-3.9891e-05,0.00013233,0.0011764,0.00014267,-0.0038704,9.8405e-05,0,0,0,0.0059049,0,0,0
2.9355e-05,6.1391e-05,0.00029587,-6.1788e-05,0.00034283,1.4823e-05,9.6494e-06,0.00024648,1.4278e-05,-0.00068464,-1.3559e-05,0.0014529,0.00024444,-0.00014803,0.00051863,-4.069e-05,0.00013894,0.0010955,0.00014964,-0.0036817,0.00010868,0,0,0,0.0053144,0,0,0
3.1603e-05,7.4552e-05,0.00029901,-6.0131e-05,0.00036274,-3.6004e-06,8.5018e-06,0.00030817,1.2397e-05,-0.00066901,-3.8324e-06,0.001527,0.00021564,-0.00014685,0.00048184,-4.0533e-05,0.00014088,0.001017,0.00015577,-0.0034458,0.0001176,0,0,0,0.004783,0,0,0
3.1819e-05,8.0321e-05,0.00029332,-5.7749e-05,0.00036383,-1.276e-05,7.1027e-06,0.00033702,1.0624e-05,-0.00064226,1.7304e-06,0.0015793,0.00019603,-0.00014359,0.00044283,-3.9748e-05,0.00013969,0.00094192,0.0001609,-0.0031878,0.00012525,0,0,0,0.0043047,0,0,0
3.0739e-05,8.1276e-05,0.00028215,-5.4949e-05,0.00035317,-1.607e-05,5.5995e-06,0.00034447,8.9519e-06,-0.00060896,4.5415e-06,0.0016127,0.00018259,-0.00013899,0.0004037,-3.8562e-05,0.00013647,0.00087091,0.00016495,-0.0029241,0.00013169,0,0,0,0.0038742,0,0,0
2.8866e-05,7.9177e-05,0.00026775,-5.1939e-05,0.00033551,-1.5819e-05,4.0886e-06,0.0003383,7.3773e-06,-0.00057221,5.5688e-06,0.0016299,0.00017322,-0.00013357,0.00036578,-3.7132e-05,0.00013194,0.00080425,0.0001679,-0.0026651,0.000137,0,0,0,0.0034868,0,0,0
2.6545e-05,7.5223e-05,0.00025166,-4.8859e-05,0.00031404,-1.3527e-05,2.6316e-06,0.00032383,5.9008e-06,-0.0005341,5.4723e-06,0.0016335,0.0001665,-0.00012768,0.00032985,-3.5563e-05,0.00012664,0.00074203,0.0001698,-0.0024171,0.00014125,0,0,0,0.0031381,0,0,0
2.4009e-05,7.0224e-05,0.00023488,-4.5801e-05,0.00029087,-1.0186e-05,1.2663e-06,0.0003046,4.5236e-06,-0.00049601,4.6991e-06,0.0016255,0.00016143,-0.00012157,0.00029634,-3.3929e-05,0.0001209,0.00068419,0.00017071,-0.002184,0.00014451,0,0,0,0.0028243,0,0,0
2.1413e-05,6.4721e-05,0.0002181,-4.2823e-05,0.00026736,-6.4338e-06,1.3682e-08,0.000283,3.2467e-06,-0.00045885,3.5496e-06,0.0016078,0.00015737,-0.0001154,0.00026543,-3.2278e-05,0.00011497,0.00063057,0.00017072,-0.0019673,0.00014684,0,0,0,0.0025419,0,0,0
1.8857e-05,5.9069e-05,0.00020174,-3.9961e-05,0.00024437,-2.6662e-06,-1.116e-06,0.00026059,2.0704e-06,-0.00042318,2.223e-06,0.0015822,0.00015387,-0.0001093,0.00023715,-3.0642e-05,0.00010901,0.00058098,0.00016992,-0.0017678,0.00014833,0,0,0,0.0022877,0,0,0
1.6407e-05,5.3497e-05,0.00018606,-3.7238e-05,0.00022242,8.8171e-07,-2.1201e-06,0.00023836,9.9412e-07,-0.00038934,8.4883e-07,0.0015501,0.00015065,-0.00010333,0.00021143,-2.9042e-05,0.00010314,0.0005352,0.00016838,-0.0015853,0.00014905,0,0,0,0.0020589,0,0,0
1.4101e-05,4.8147e-05,0.00017122,-3.4663e-05,0.0002018,4.0812e-06,-3.0007e-06,0.00021693,1.636e-08,-0.00035749,-4.9069e-07,0.0015128,0.00014752,-9.7545e-05,0.00018816,-2.7492e-05,9.7414e-05,0.00049297,0.00016622,-0.0014193,0.00014906,0,0,0,0.001853,0,0,0
1.1961e-05,4.3104e-05,0.00015729,-3.2241e-05,0.00018266,6.8729e-06,-3.763e-06,0.00019666,-8.6532e-07,-0.00032772,-1.7458e-06,0.0014713,0.00014437,-9.198e-05,0.00016717,-2.6e-05,9.1887e-05,0.00045407,0.0001635,-0.0012687,0.00014844,0,0,0,0.0016677,0,0,0
9.9952e-06,3.841e-05,0.00014431,-2.997e-05,0.00016504,9.2411e-06,-4.414e-06,0.00017775,-1.6541e-06,-0.00030003,-2.8884e-06,0.0014266,0.00014113,-8.665e-05,0.00014831,-2.4571e-05,8.6584e-05,0.00041824,0.00016031,-0.0011326,0.00014725,0,0,0,0.0015009,0,0,0
8.206e-06,3.4085e-05,0.00013226,-2.7847e-05,0.00014891,1.1197e-05,-4.9619e-06,0.00016027,-2.3539e-06,-0.00027435,-3.9051e-06,0.0013796,0.00013777,-8.1566e-05,0.00013138,-2.3207e-05,8.152e-05,0.00038527,0.00015673,-0.0010099,0.00014555,0,0,0,0.0013509,0,0,0
