piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,S,I,BSTAR,GDP,EX1,EX2,EX3,IM,C,P1,P2,P3,PX,RP,A1,A2,A3,PF,DSTAR
-1.2457e-05,-1.0862e-05,1.404e-05,-7.2696e-06,-1.178e-06,2.2487e-05,-1.2228e-05,-1.0622e-05,-1.2585e-05,-1.4615e-05,-1.6213e-05,0.00090827,0.00012653,-3.1499e-05,-2.1236e-05,-1.0373e-05,3.4011e-05,7.7694e-05,0.0001352,0.00012736,0.0001515,0,0,0,0,0,0,2.4179e-05
-1.1872e-05,-1.0349e-05,1.2744e-05,-6.8245e-06,-1.1076e-06,2.0676e-05,-1.15e-05,-1.0017e-05,-1.2e-05,-1.25e-05,-1.5339e-05,0.00085062,0.00011897,-2.9641e-05,-2.0014e-05,-9.8032e-06,3.177e-05,7.2605e-05,0.0001269,0.00011969,0.00014286,0,0,0,0,0,0,1.9343e-05
-1.1295e-05,-9.8451e-06,1.1587e-05,-6.4013e-06,-1.0354e-06,1.9024e-05,-1.0814e-05,-9.4446e-06,-1.1423e-05,-1.0673e-05,-1.4496e-05,0.00079646,0.00011184,-2.7864e-05,-1.884e-05,-9.2522e-06,2.9682e-05,6.7838e-05,0.00011909,0.00011246,0.00013464,0,0,0,0,0,0,1.5474e-05
-1.073e-05,-9.3528e-06,1.0551e-05,-6.0001e-06,-9.633e-07,1.7514e-05,-1.0168e-05,-8.9016e-06,-1.0858e-05,-9.0949e-06,-1.3685e-05,0.00074561,0.00010511,-2.6171e-05,-1.7717e-05,-8.7219e-06,2.7735e-05,6.3377e-05,0.00011175,0.00010564,0.00012683,0,0,0,0,0,0,1.2379e-05
-1.0181e-05,-8.8741e-06,9.6215e-06,-5.621e-06,-8.9292e-07,1.6135e-05,-9.5593e-06,-8.3872e-06,-1.0306e-05,-7.7313e-06,-1.291e-05,0.0006979,9.8766e-05,-2.4563e-05,-1.6647e-05,-8.214e-06,2.592e-05,5.9205e-05,0.00010484,9.9222e-05,0.00011941,0,0,0,0,0,0,9.9035e-06
-9.6491e-06,-8.4105e-06,8.7858e-06,-5.2633e-06,-8.2519e-07,1.4874e-05,-8.9856e-06,-7.9001e-06,-9.7707e-06,-6.5539e-06,-1.2169e-05,0.00065316,9.2787e-05,-2.3041e-05,-1.563e-05,-7.7291e-06,2.4226e-05,5.5304e-05,9.8357e-05,9.3174e-05,0.00011238,0,0,0,0,0,0,7.9228e-06
-9.1355e-06,-7.9633e-06,8.033e-06,-4.9265e-06,-7.6076e-07,1.372e-05,-8.4449e-06,-7.439e-06,-9.2534e-06,-5.5376e-06,-1.1463e-05,0.00061123,8.7153e-05,-2.1602e-05,-1.4666e-05,-7.2676e-06,2.2646e-05,5.1659e-05,9.226e-05,8.7479e-05,0.00010572,0,0,0,0,0,0,6.3383e-06
-8.6413e-06,-7.533e-06,7.3536e-06,-4.6098e-06,-7.0001e-07,1.2663e-05,-7.9354e-06,-7.0027e-06,-8.7552e-06,-4.6609e-06,-1.0791e-05,0.00057195,8.1846e-05,-2.0245e-05,-1.3755e-05,-6.8295e-06,2.117e-05,4.8254e-05,8.653e-05,8.2118e-05,9.9416e-05,0,0,0,0,0,0,5.0706e-06
-8.167e-06,-7.1203e-06,6.7393e-06,-4.3125e-06,-6.4312e-07,1.1695e-05,-7.4553e-06,-6.5902e-06,-8.2766e-06,-3.9053e-06,-1.0154e-05,0.00053515,7.6847e-05,-1.8966e-05,-1.2895e-05,-6.4144e-06,1.9793e-05,4.5074e-05,8.1148e-05,7.7073e-05,9.3459e-05,0,0,0,0,0,0,4.0565e-06
-7.713e-06,-6.7252e-06,6.183e-06,-4.0335e-06,-5.9015e-07,1.0807e-05,-7.0031e-06,-6.2002e-06,-7.8182e-06,-3.2548e-06,-9.55e-06,0.0005007,7.2141e-05,-1.7763e-05,-1.2085e-05,-6.0217e-06,1.8506e-05,4.2104e-05,7.6092e-05,7.2326e-05,8.7832e-05,0,0,0,0,0,0,3.2452e-06
-7.2793e-06,-6.3478e-06,5.6784e-06,-3.7719e-06,-5.4104e-07,9.9914e-06,-6.5771e-06,-5.8317e-06,-7.38e-06,-2.6952e-06,-8.9781e-06,0.00046845,6.7712e-05,-1.6632e-05,-1.1322e-05,-5.6509e-06,1.7304e-05,3.9331e-05,7.1343e-05,6.7862e-05,8.2521e-05,0,0,0,0,0,0,2.5961e-06
-6.8658e-06,-5.9879e-06,5.22e-06,-3.5269e-06,-4.9568e-07,9.2427e-06,-6.176e-06,-5.4837e-06,-6.9619e-06,-2.2146e-06,-8.4374e-06,0.00043826,6.3545e-05,-1.5571e-05,-1.0605e-05,-5.3012e-06,1.6182e-05,3.6742e-05,6.6884e-05,6.3663e-05,7.751e-05,0,0,0,0,0,0,2.0769e-06
-6.4721e-06,-5.6452e-06,4.8031e-06,-3.2976e-06,-4.5391e-07,8.5545e-06,-5.7985e-06,-5.1551e-06,-6.5636e-06,-1.8024e-06,-7.9266e-06,0.00041001,5.9625e-05,-1.4574e-05,-9.9306e-06,-4.9716e-06,1.5133e-05,3.4325e-05,6.2698e-05,5.9717e-05,7.2786e-05,0,0,0,0,0,0,1.6615e-06
