regime,piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,I,BSTAR
float,1.484533028e-05,2.59897347e-05,9.367163177e-05,1.017098855e-06,3.576493865e-05,8.66826613e-05,0.0001255825758,3.073618147e-05,1.499423564e-05,6.282380601e-05,0.02322363659
peg,1.312339747e-05,1.990887265e-05,0.005302066238,2.617197921e-06,0.000298059543,0.00307857912,0.001049977883,4.990594133e-05,1.214524329e-05,0.0002339917859,0.02419866284
managed,4.552118121e-06,9.982982501e-06,0.0001076207679,8.704615671e-07,3.444077943e-05,9.771299736e-05,0.0001121603352,1.696418484e-05,4.844471742e-06,5.720327595e-05,0.02339944192
