theta,regime,piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,I,BSTAR
0.000000,float,          NaN,          NaN,          NaN,          NaN,          NaN,          NaN,          NaN,          NaN,          NaN,          NaN,0.02454341645
