topology,regime,piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,I,BSTAR
triangle,float,1.488380119e-05,2.602833239e-05,9.365393894e-05,1.016993513e-06,3.577081638e-05,8.661209381e-05,0.0001256155424,3.077247915e-05,1.503285722e-05,6.289132182e-05,  0.02322135769
triangle,peg,1.312788176e-05, 1.99131379e-05, 0.005302537715,2.618298911e-06,0.0002980859566, 0.003078803498, 0.001049879435,4.991200451e-05, 1.21495283e-05,0.0002339911537,  0.02419850063
triangle,managed,4.552792001e-06,9.983686666e-06,0.0001076202194,8.704824726e-07,3.444108049e-05,9.771119188e-05,0.0001121566688,1.696430157e-05,4.845174559e-06,5.720373437e-05,  0.02339776743
hub_spoke,float,1.633627128e-05,2.696426004e-05,0.0001036405608, 1.54038388e-06,4.260333953e-05,9.279389165e-05,0.0001323623635,3.306188134e-05, 1.64056631e-05,6.699823827e-05,  0.02350382812
hub_spoke,peg,1.216593862e-05,1.895409515e-05, 0.006109349137,2.815146891e-06,0.0004491520408,   0.0032455412,  0.00147827511,4.116774454e-05,1.141685093e-05,0.0002335143251,  0.02466116636
hub_spoke,managed,4.786819727e-06,1.017977491e-05,0.0001252249332,1.281109128e-06, 4.41070061e-05,0.0001026019667,0.0001209802136,1.805132472e-05,5.037945666e-06,5.929380705e-05,  0.02370475778
chain,float,1.970587934e-05,2.994709104e-05,0.0001286609328,1.311837655e-05,5.048332076e-05,9.257909562e-05, 0.000160074051,4.398530341e-05,1.917797049e-05,7.693367342e-05,  0.02419465804
chain,peg,1.025708919e-05,1.903902058e-05, 0.006158439599,5.742421338e-05,0.0008455315941,  0.00194227674, 0.001989313447,6.131649019e-05,7.990602259e-06,0.0002303324656,  0.02692528774
chain,managed,4.976086573e-06,1.025013147e-05,0.0001610866324,8.778224073e-06, 5.86975067e-05,0.0001160189588,0.0001496856184,2.295998399e-05,4.949080272e-06,6.560346254e-05,   0.0246682211
