regime,output_gap,price_disp_sector1,price_disp_sector2,price_disp_sector3,price_disp_total,total
float,0.9804185680499998,0.04986196461451728,3.866686094894995,20.254895764412595,24.171443823922107,25.151862391972106
peg,70.01189094,0.26788311156262723,4.284272242954674,15.88130549733774,20.433460851855042,90.44535179185505
managed,2.293844586,0.0354682885762467,1.9161984892887305,6.712854364143485,8.664521142008462,10.958365728008463
