regime,piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,I,BSTAR
cpi_it,1.468755013e-05,2.396685392e-05,0.0001042523544,9.433255823e-07,3.179892116e-05,0.0001099507537,0.0001190269822,3.032814076e-05,1.482806872e-05,8.075728275e-05,   0.0232273105
ppi_it,1.477930174e-05,2.556175372e-05,8.949461853e-05,9.765760169e-07,3.238733843e-05, 9.63296727e-05,0.0001193549533,3.000946792e-05,1.494177164e-05,6.402045595e-05,  0.02322630553
