phi_s,piDC,PIC,y_gap,y_gap1,y_gap2,y_gap3,PI1,PI2,PI3,I,BSTAR
0.000000,1.484533028e-05,2.59897347e-05,9.367163177e-05,1.017098855e-06,3.576493865e-05,8.66826613e-05,0.0001255825758,3.073618147e-05,1.499423564e-05,6.282380601e-05,0.02322363659
0.100000,6.151184816e-06,1.478210181e-05,5.369682576e-05,9.401330861e-07,3.309053635e-05,6.279673113e-05,0.000108508721,2.003577984e-05,6.392430461e-06,5.17837869e-05,0.02329296378
0.200000,4.937776788e-06,1.175898488e-05,6.518395689e-05,8.961216399e-07,3.299677685e-05,7.088679785e-05,0.0001073046574,1.783451302e-05,5.216782984e-06,5.37824101e-05,0.02334996012
0.300000,4.552118121e-06,9.982982501e-06,0.0001076207679,8.704615671e-07,3.444077943e-05,9.771299736e-05,0.0001121603352,1.696418484e-05,4.844471742e-06,5.720327595e-05,0.02339944192
0.500000,4.499019957e-06,7.975933987e-06,0.0002462163272,8.559385143e-07,4.020241883e-05,0.0001823897561,0.0001321355811,1.675612789e-05,4.781447012e-06,6.503784002e-05,0.02348182082
0.750000,4.839330124e-06,6.836513397e-06,0.0004660383232,8.786135724e-07,5.014577169e-05,0.000313791984,0.0001665994737,1.764836902e-05,5.078573548e-06,7.486953043e-05,0.02356260652
1.000000,5.285386411e-06,6.423606813e-06,0.0006995660124,9.241692989e-07,6.11448745e-05,0.0004516064486,0.0002047380096,1.89814056e-05,5.469658306e-06,8.407566217e-05,0.02362642554
1.500000,6.162142396e-06,6.542050654e-06,0.001146360261,1.039820711e-06,8.283631325e-05,0.0007124786055,0.000280199348,2.186282556e-05,6.23360089e-06,0.0001001786778,0.02372129104
2.000000,6.911780049e-06,7.140188175e-06,0.001537741674,1.15871256e-06,0.0001022723192,0.0009390682228,0.0003481663714,2.451009381e-05,6.881947846e-06,0.0001134796046,0.02378871451
