regime,with_network,no_network,network_premium,network_premium_pct
float,25.47350595574341,8.133292059516858,17.34021389622655,213.20043310059876
peg,102.04576797614415,37.942516621393835,64.10325135475031,168.94833833611813
managed,10.170713410167846,5.304380443516799,4.866332966651046,91.74177867650594
