regime,old_eps_pX_welfare,new_eps_pX_welfare,ratio
float,0.10541891513436077,0.1651728450215606,1.5668236085624763
peg,2.155065537715972,1.171167876391287,0.5434488445453678
managed,0.17539461010028856,0.1422243385039219,0.8108820357854766
